Date,Open,High,Low,Close,Volume,OpenInt,Action
2017-02-08,44.873999999999995,44.873999999999995,44.129,44.674,4158073,0,1
2017-02-09,44.784,46.303999999999995,44.653999999999996,46.006,6884925,0,0
2017-02-10,46.325,46.403999999999996,45.878,46.155,3998004,0,0
2017-02-13,46.265,47.476000000000006,46.205,47.108999999999995,5893249,0,-1
2017-02-14,46.96,46.979,46.155,46.275,5300963,0,1
2017-02-15,47.288000000000004,47.745,46.632,47.239,8118095,0,-1
2017-02-16,47.199,47.348,46.364,46.672,5616755,0,0
2017-02-17,46.532,46.802,46.135,46.611999999999995,4384988,0,0
2017-02-21,46.711999999999996,46.97,46.288000000000004,46.512,4442613,0,0
2017-02-22,46.205,46.403999999999996,45.578,46.025,5477819,0,0
2017-02-23,46.125,47.019,45.598,45.808,5235099,0,1
2017-02-24,45.708,46.006,45.291000000000004,45.986999999999995,4402289,0,0
2017-02-27,45.888000000000005,46.065,45.391000000000005,46.025,3869379,0,0
2017-02-28,46.025,46.424,45.738,46.065,4601901,0,0
2017-03-01,46.492,47.83,46.403999999999996,46.792,7970460,0,-1
2017-03-02,46.373999999999995,46.443999999999996,45.351000000000006,45.431000000000004,7098685,0,1
2017-03-03,45.558,46.96,45.48,46.522,7128616,0,-1
2017-03-06,46.115,46.38399999999999,44.098,45.022,11100069,0,0
2017-03-07,44.733999999999995,44.943999999999996,44.277,44.555,4397013,0,1
2017-03-08,44.507,45.012,44.31399999999999,44.605,5272732,0,-1
2017-03-09,44.217,44.644,42.976000000000006,43.055,9333331,0,1
2017-03-10,43.184,43.67100000000001,42.698,43.621,6761131,0,-1
2017-03-13,43.363,43.84,41.992,42.101000000000006,8938999,0,0
2017-03-14,41.793,41.833,40.580999999999996,40.948,10273639,0,1
2017-03-15,40.243,41.922,39.955999999999996,41.823,14075499,0,0
2017-03-16,41.912,42.081,41.187,41.861999999999995,7103334,0,-1
2017-03-17,41.733999999999995,41.946000000000005,41.336000000000006,41.455,9061130,0,0
2017-03-20,41.912,42.146,41.187,41.435,6269576,0,0
2017-03-21,41.614,41.714,40.084,40.163000000000004,7989359,0,0
2017-03-22,39.528,40.293,38.961999999999996,40.093,10006517,0,1
2017-03-23,40.442,41.593999999999994,40.223,41.147,9577347,0,0
2017-03-24,41.425,41.798,41.157,41.465,6521891,0,0
2017-03-27,40.81,41.623999999999995,40.303000000000004,41.475,5647489,0,0
2017-03-28,41.565,42.658,41.287,42.32899999999999,5961909,0,-1
2017-03-29,42.419,42.489,41.604,41.693999999999996,5293497,0,1
2017-03-30,41.583999999999996,42.369,41.525,42.27,3668941,0,-1
2017-03-31,42.101000000000006,42.668,42.007,42.032,5326071,0,1
2017-04-03,42.06100000000001,42.3,41.361000000000004,42.181000000000004,5801522,0,-1
2017-04-04,41.823,41.961999999999996,40.561,40.64,7252169,0,1
2017-04-05,40.889,41.861999999999995,40.8,41.048,6930993,0,0
2017-04-06,41.137,41.693999999999996,40.899,41.455,3572711,0,0
2017-04-07,41.266999999999996,41.833,41.018,41.545,4163402,0,0
2017-04-10,41.545,42.398999999999994,41.356,42.052,4362884,0,0
2017-04-11,42.50899999999999,43.67100000000001,42.143,43.651,10335175,0,0
2017-04-12,44.507,45.062,43.552,43.681000000000004,9692564,0,-1
2017-04-13,43.67100000000001,43.74,43.06,43.075,5386345,0,1
2017-04-17,43.193999999999996,43.97,43.085,43.95,4202012,0,-1
2017-04-18,43.75,44.247,43.125,43.533,5668755,0,1
2017-04-19,43.79,44.492,43.621,44.118,6504370,0,0
2017-04-20,44.427,45.091,44.277,44.934,4937531,0,-1
2017-04-21,45.211000000000006,45.211000000000006,44.699,44.864,4995615,0,1
2017-04-24,45.211000000000006,46.145,45.181000000000004,46.145,6375588,0,0
2017-04-25,46.501999999999995,47.089,46.085,46.315,5997624,0,-1
2017-04-26,46.215,46.602,45.946999999999996,46.095,6056005,0,0
2017-04-27,43.631,43.93,42.141000000000005,43.701,19107752,0,0
2017-04-28,43.74,43.78,42.29,42.349,13443260,0,0
2017-05-01,42.489,42.688,41.744,41.813,8634237,0,1
2017-05-02,41.793,43.631,41.784,43.592,9381647,0,0
2017-05-03,43.393,43.89,43.145,43.641000000000005,5168983,0,-1
2017-05-04,43.9,44.108000000000004,42.92100000000001,43.636,4504430,0,1
2017-05-05,43.72,44.236999999999995,43.493,44.227,5497673,0,0
2017-05-08,44.317,44.75899999999999,44.232,44.653999999999996,6230186,0,0
2017-05-09,45.111000000000004,46.998999999999995,44.964,46.792,11186253,0,0
2017-05-10,46.732,47.476000000000006,46.373999999999995,46.998999999999995,7426945,0,-1
2017-05-11,46.911,46.94,45.361000000000004,46.245,6115505,0,0
2017-05-12,46.065,46.245,45.537,45.637,3896207,0,1
2017-05-15,45.507,46.793,45.498000000000005,46.483999999999995,5549355,0,0
2017-05-16,46.593,46.934,44.551,46.743,4644620,0,-1
2017-05-17,46.055,46.364,44.691,44.74100000000001,6935497,0,0
2017-05-18,44.213,45.208999999999996,44.193000000000005,44.463,6654675,0,1
2017-05-19,44.611000000000004,45.18899999999999,44.551,45.028999999999996,6763777,0,0
2017-05-22,45.138999999999996,46.055,45.138999999999996,46.015,4434205,0,0
2017-05-23,46.075,46.493,45.747,46.464,3017140,0,0
2017-05-24,46.543,47.231,46.45399999999999,46.573,3906219,0,0
2017-05-25,46.793,47.918,46.623000000000005,47.818000000000005,5464653,0,0
2017-05-26,47.589,48.615,47.528999999999996,48.535,6004512,0,-1
2017-05-30,48.117,48.373000000000005,47.589,47.758,5536081,0,1
2017-05-31,47.997,48.276,47.33,48.206,4505117,0,0
2017-06-01,48.29600000000001,49.152,48.097,48.843999999999994,4439923,0,0
2017-06-02,49.352,50.258,49.162,49.312,7733103,0,0
2017-06-05,49.321999999999996,49.74,49.192,49.531000000000006,5489718,0,0
2017-06-06,49.262,49.89,49.111999999999995,49.531000000000006,4491843,0,0
2017-06-07,49.232,50.696000000000005,48.595,50.646,7107181,0,0
2017-06-08,50.646,51.652,50.198,51.214,6564140,0,-1
2017-06-09,51.393,51.732,50.038000000000004,50.058,7234739,0,0
2017-06-12,49.89,50.00899999999999,47.898,49.272,8633895,0,0
2017-06-13,49.352,49.7,48.635,49.242,5172978,0,0
2017-06-14,49.431999999999995,49.57,48.684,49.181999999999995,4044705,0,0
2017-06-15,48.934,49.111999999999995,48.167,48.903999999999996,4598963,0,0
2017-06-16,48.693999999999996,49.242,48.416000000000004,48.585,6649436,0,1
2017-06-19,48.924,49.511,48.61,49.451,4111769,0,-1
2017-06-20,49.013000000000005,49.152,47.808,47.828,6059908,0,1
2017-06-21,48.126999999999995,48.43600000000001,47.928000000000004,48.226000000000006,3484167,0,0
2017-06-22,50.288000000000004,50.348,48.585,48.763999999999996,9831068,0,-1
2017-06-23,48.794,48.894,48.266000000000005,48.426,12735249,0,1
2017-06-26,48.605,49.57,48.331,48.575,4009711,0,-1
2017-06-27,48.396,49.347,48.29600000000001,48.29600000000001,4280923,0,1
2017-06-28,48.615,49.586000000000006,48.605,49.043,4276804,0,0
2017-06-29,49.073,49.476000000000006,48.615,49.412,6191467,0,0
2017-06-30,49.71,50.298,49.391999999999996,50.108000000000004,6644489,0,0
2017-07-03,50.566,51.06399999999999,50.158,50.158,2918797,0,0
2017-07-05,50.228,51.32899999999999,49.968999999999994,51.044,5179273,0,0
2017-07-06,50.756,52.358999999999995,50.646,51.832,7049905,0,0
2017-07-07,52.08,53.156000000000006,51.96,52.806999999999995,6567900,0,-1
2017-07-10,52.757,52.93600000000001,52.01,52.438,4619031,0,0
2017-07-11,52.358999999999995,52.438,51.254,51.393,4557535,0,1
2017-07-12,52.896,53.599,52.23,53.574,8379819,0,0
2017-07-13,53.176,54.251000000000005,52.926,53.583999999999996,5368870,0,0
2017-07-14,53.574,54.052,53.11600000000001,53.992,4556674,0,-1
2017-07-17,53.982,54.052,53.623999999999995,53.644,3743444,0,0
2017-07-18,53.604,53.614,52.797,52.926,4112212,0,0
2017-07-19,52.04,52.966,51.562,52.388999999999996,5797927,0,0
2017-07-20,52.498000000000005,52.558,51.881,52.12,4816459,0,0
2017-07-21,51.91,52.32899999999999,51.233999999999995,51.692,4563612,0,0
2017-07-24,51.571999999999996,51.812,51.023999999999994,51.06399999999999,4896038,0,0
2017-07-25,51.284,51.681999999999995,50.333,50.398,4502124,0,1
2017-07-26,50.418,50.949,49.8,50.79600000000001,4781009,0,-1
2017-07-27,50.128,50.128,48.545,49.79,10295797,0,1
2017-07-28,48.81399999999999,50.457,48.525,50.278,9187837,0,-1
2017-07-31,50.636,51.013999999999996,49.825,50.228,6029848,0,1
2017-08-01,50.915,51.782,50.111999999999995,50.846000000000004,5064885,0,-1
2017-08-02,50.676,50.964,49.69,50.238,4699084,0,1
2017-08-03,50.348,50.979,50.148,50.338,3245009,0,0
2017-08-04,50.457,50.706,50.173,50.586000000000006,3006085,0,-1
2017-08-07,50.606,50.915,50.248000000000005,50.368,3029409,0,0
2017-08-08,50.466,50.566,49.68,49.79,4286746,0,0
2017-08-09,49.531000000000006,49.71,49.023,49.192,5041607,0,0
2017-08-10,48.923,49.232,48.085,48.443999999999996,5422470,0,0
2017-08-11,48.394,48.678000000000004,47.336000000000006,48.244,5620057,0,1
2017-08-14,48.753,49.063,48.394,48.703,2994330,0,-1
2017-08-15,48.653,48.893,48.244,48.413999999999994,3172642,0,0
2017-08-16,48.534,48.623999999999995,48.165,48.303999999999995,4195196,0,0
2017-08-17,48.145,48.233999999999995,45.695,45.928999999999995,10315850,0,0
2017-08-18,46.199,46.199,45.341,45.45,6254473,0,1
2017-08-21,45.63,45.989,45.31100000000001,45.61,4351361,0,-1
2017-08-22,45.75,45.83,45.226000000000006,45.31100000000001,4028426,0,0
2017-08-23,45.071000000000005,45.144,43.425,43.873999999999995,8176064,0,0
2017-08-24,44.034,44.053999999999995,42.577,42.826,7071338,0,1
2017-08-25,42.996,45.331,42.916000000000004,45.151,11763411,0,-1
2017-08-28,45.131,45.273,44.681999999999995,44.852,6975480,0,0
2017-08-29,44.433,44.751999999999995,44.283,44.463,5206536,0,0
2017-08-30,44.443000000000005,44.667,43.794,44.223,5476403,0,1
2017-08-31,44.443000000000005,44.842,44.333,44.652,3807941,0,0
2017-09-01,44.751999999999995,45.371,44.552,45.211000000000006,4578917,0,-1
2017-09-05,44.692,45.181000000000004,43.744,43.824,8522312,0,1
2017-09-06,42.996,44.582,42.513999999999996,44.213,8815928,0,-1
2017-09-07,44.093,44.528,43.44,43.733999999999995,5105865,0,0
2017-09-08,43.714,44.013999999999996,43.395,43.505,4694800,0,1
2017-09-11,43.913999999999994,45.989,43.903999999999996,45.76,7937345,0,0
2017-09-12,45.8,46.378,45.53,46.18899999999999,6339047,0,0
2017-09-13,46.248999999999995,47.476000000000006,45.998999999999995,46.897,7304048,0,-1
2017-09-14,46.688,46.836999999999996,46.019,46.089,5363470,0,0
2017-09-15,45.201,45.93899999999999,45.091,45.898999999999994,14878707,0,0
2017-09-18,45.919,46.199,45.17100000000001,45.211000000000006,4611308,0,0
2017-09-19,45.181000000000004,45.56,43.934,44.283,6882628,0,1
2017-09-20,44.821999999999996,45.46,44.363,45.321000000000005,4718434,0,0
2017-09-21,45.371,46.468,44.891999999999996,46.18899999999999,5876652,0,0
2017-09-22,46.468,47.356,46.248999999999995,46.957,5353653,0,0
2017-09-25,46.876999999999995,47.855,46.788000000000004,47.596000000000004,6376732,0,-1
2017-09-26,47.735,48.155,47.126999999999995,47.496,4716070,0,0
2017-09-27,47.476000000000006,47.995,46.528,46.748000000000005,6193089,0,1
2017-09-28,46.678000000000004,48.494,46.678000000000004,47.386,8379886,0,0
2017-09-29,47.386,47.745,47.126999999999995,47.386,4914083,0,0
2017-10-02,47.416000000000004,47.825,47.117,47.626000000000005,4922099,0,0
2017-10-03,47.556000000000004,50.479,47.526,50.4,10272181,0,0
2017-10-04,50.39,51.556999999999995,50.38,50.619,7470782,0,-1
2017-10-05,50.739,50.879,50.15,50.45,4221533,0,1
2017-10-06,50.589,51.477,50.538999999999994,51.188,4249115,0,-1
2017-10-09,51.118,51.367,50.29,50.489,3698603,0,1
2017-10-10,51.886,53.13399999999999,51.86600000000001,52.913999999999994,9403989,0,-1
2017-10-11,52.983999999999995,53.623000000000005,52.216,52.715,5405345,0,0
2017-10-12,52.605,52.715,52.226000000000006,52.535,2972311,0,1
2017-10-13,52.555,52.746,52.145,52.585,2966709,0,-1
2017-10-16,52.405,52.565,51.817,52.156000000000006,3268635,0,0
2017-10-17,52.605,52.705,51.757,51.956,3657219,0,0
2017-10-18,51.996,52.323,51.747,51.916000000000004,2547627,0,0
2017-10-19,51.457,51.717,49.525,51.397,7463888,0,1
2017-10-20,51.446999999999996,52.126000000000005,51.417,51.817,3651344,0,-1
2017-10-23,51.806999999999995,51.836000000000006,50.75899999999999,50.869,3456220,0,1
2017-10-24,50.909,51.986000000000004,50.44,51.836000000000006,3654538,0,-1
2017-10-25,51.667,51.667,50.498999999999995,50.909,4661368,0,0
2017-10-26,51.886,53.074,48.214,48.504,12102539,0,0
2017-10-27,48.303999999999995,48.783,47.227,47.456,8609865,0,0
2017-10-30,47.54600000000001,47.566,46.728,47.147,5414359,0,0
2017-10-31,47.117,47.496,46.688,46.718,4606669,0,1
2017-11-01,47.895,48.095,47.266999999999996,47.735,4364056,0,-1
2017-11-02,47.68600000000001,47.824,46.986999999999995,47.257,2415938,0,1
2017-11-03,47.257,47.506,46.698,47.346000000000004,4046023,0,0
2017-11-06,47.356,47.995,47.177,47.406000000000006,4258497,0,-1
2017-11-07,47.406000000000006,47.406000000000006,46.299,46.358000000000004,3763615,0,0
2017-11-08,46.318999999999996,46.876999999999995,45.74,46.269,3205573,0,0
2017-11-09,45.75,46.248999999999995,45.261,45.67,3567014,0,1
2017-11-10,45.64,46.12,45.56,45.82,2433022,0,0
